sentence,priority
The movie keeps coming back to the achingly unfunny Phonce and his several silly subplots .,1
They should have called it Gutterball .,1
Ecks this one off your must-see list .,1
"This tale has been told and retold ; the races and rackets change , but the song remains the same .",1
Inconsequential road-and-buddy pic .,1
An overwrought Taiwanese soaper about three people and their mixed-up relationship .,1
"He does n't , however , deliver nearly enough of the show 's trademark style and flash .",1
None of this is half as moving as the filmmakers seem to think .,1
Curling may be a unique sport but Men with Brooms is distinctly ordinary .,1
` Snow Dogs ' has both .,1
Spielberg 's realization of a near-future America is masterful .,1
Technically and artistically inept .,1
Simply a re-hash of the other seven films .,1
"Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first .",1
"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",1
It 's not the ultimate Depression-era gangster movie .,1
"The impulses that produced this project ... are commendable , but the results are uneven .",1
The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,1
Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .,1
"If this is cinema , I pledge allegiance to Cagney and Lacey .",1
"That , in itself , is extraordinary .",1
Denzel Washington 's efforts are sunk by all the sanctimony .,1
"Unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",1
It should have stayed there .,1
Hmm .,1
Very psychoanalytical -- provocatively so -- and also refreshingly literary .,1
"Green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",1
The story is bogus and its characters tissue-thin .,1
"It 's sincere to a fault , but , unfortunately , not very compelling or much fun .",1
A workshop mentality prevails .,1
"Once folks started hanging out at the barbershop , they never wanted to leave .",1
Not just unlikable .,1
"A refreshingly realistic , affectation-free coming-of-age tale .",1
Villeneuve spends too much time wallowing in Bibi 's generic angst -LRB- there are a lot of shots of her gazing out windows -RRB- .,1
The movie gets muted and routine .,1
Everything is off .,1
But this time there 's some mold on the gold .,1
What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .,1
"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",1
Narc is a no-bull throwback to 1970s action films .,1
"The movie worked for me right up to the final scene , and then it caved in .",1
It 's just a movie that happens to have Jackie Chan in it .,1
"Priggish , lethargically paced parable of renewal .",1
The film oozes craft .,1
"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .",1
"Twenty years later , E.T. is still a cinematic touchstone .",1
The culmination of everyone 's efforts is given life when A Selection appears in its final form -LRB- in `` Last Dance '' -RRB- .,1
"If you collected all the moments of coherent dialogue , they still would n't add up to the time required to boil a four - minute egg .",1
Takes a simple premise and carries it to unexpected heights .,1
"A study in shades of gray , offering itself up in subtle plot maneuvers ...",1
The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,1
The ill-conceived modern-day ending falls flat where it should deliver a moral punch .,1
"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .",1
The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,1
Imagine the James Woods character from Videodrome making a home movie of Audrey Rose and showing it to the kid from The Sixth Sense and you 've imagined The Ring .,1
"A wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .",1
The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,1
A plodding look at the French Revolution through the eyes of aristocrats .,1
Warmed-over hash .,1
"The people in ABC Africa are treated as docile , mostly wordless ethnographic extras .",1
It 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long .,1
It 's a rare window on an artistic collaboration .,1
A low-rent retread of the Alien pictures .,1
"It 's a stale , overused cocktail using the same olives since 1962 as garnish .",1
"What you get with Empire is a movie you 've seen many times before , repackaged as new material because there is a Latino in the lead .",1
If you open yourself up to Mr. Reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .,1
"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .",1
Knows how to make our imagination wonder .,1
"It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",1
A. . .,1
Films are made of little moments .,1
We 're drawn in by the dark luster .,1
a screenplay more ingeniously constructed than `` Memento '',1
"Kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .",1
The heavy-handed film is almost laughable as a consequence .,1
Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .,1
Or doing last year 's taxes with your ex-wife .,1
"Thirty years ago , it would have been groundbreaking .",1
There is nothing redeeming about this movie .,1
This is Christmas Future for a lot of baby boomers .,1
Animated drivel meant to enhance the self-image of drooling idiots .,1
Although commentary on Nachtwey is provided ... it 's the image that really tells the tale .,1
It 's also the year 's sweetest movie .,1
Leaks treacle from every pore .,1
This film is full of rabbits .,1
"Thought-provoking and stylish , if also somewhat hermetic .",1
The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,1
"Rather than real figures , Elling and Kjell Bjarne become symbolic characters whose actions are supposed to relate something about the naÃ¯f 's encounter with the world .",1
Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .,1
"From the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` Besotted '' is misbegotten",1
I tried to read the time on my watch .,1
just not campy enough,1
See it for his performance if nothing else .,1
Proof of this is Ballistic : Ecks vs. Sever .,1
The movie bounces all over the map .,1
"With Rabbit-Proof Fence , Noyce has tailored an epic tale into a lean , economical movie .",1
"And in this regard , On Guard delivers .",1
"Some elements of it really blow the big one , but other parts are decent .",1
Arty gay film .,1
"Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .",1
It 's obvious -LRB- Je-Gyu is -RRB- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom .,1
Charlotte Sometimes is a gem .,1
Where their heads were is anyone 's guess .,1
But it does n't need Gangs of New York .,1
"Leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .",1
About as big a crowdpleaser as they possibly come .,1
"Despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",1
"Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script .",1
"Really is a pan-American movie , with moments of genuine insight into the urban heart .",1
The film is flat .,1
A lot of its gags and observations reflect a woman 's point-of-view .,1
"While some of the camera work is interesting , the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .",1
The movie sticks much closer to Hornby 's drop-dead confessional tone than the film version of High Fidelity did .,1
The material and the production itself are little more than routine .,1
I prefer to think of it as `` Pootie Tang with a budget . '',1
What kids will discover is a new collectible .,1
The all-French cast is marveilleux .,1
Those of you who are not an eighth grade girl will most likely doze off during this one .,1
A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .,1
"-LRB- There 's -RRB- quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .",1
"This is the kind of movie that used to be right at home at the Saturday matinee , and it still is .",1
Banal and predictable .,1
The visuals alone make Metropolis worth seeing .,1
"Initially gripping , eventually cloying POW drama .",1
It recycles every clichÃ© about gays in what is essentially an extended soap opera .,1
Anyone who can count to five -LRB- the film 's target market ? -RRB-,1
"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",1
Star Trek : Nemesis meekly goes where nearly every Star Trek movie has gone before .,1
Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,1
"Yo , it 's The Days Of Our Lives meets Electric Boogaloo .",1
"Cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",1
"I found it slow , drab , and bordering on melodramatic .",1
A prolonged extrusion of psychopathic pulp .,1
I do n't have an I Am Sam clue .,1
Parents beware ; this is downright movie penance .,1
A film that will enthrall the whole family .,1
"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",1
Eyre is on his way to becoming the American Indian Spike Lee .,1
Represents something very close to the nadir of the thriller\/horror genre .,1
"eventually arrives at its heart , as simple self-reflection meditation .",1
I 'd rather watch a rerun of The Powerpuff Girls,1
... Liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .,1
"We get an image of Big Papa spanning history , rather than suspending it .",1
"Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .",1
This is one for the ages .,1
`` What really happened ? '',1
"Lacking substance and soul , Crossroads comes up shorter than Britney 's cutoffs .",1
"What redeems the film is the cast , particularly the Ya-Yas themselves .",1
"The asylum material is gripping , as are the scenes of Jia with his family .",1
"Enough said , except : Film overboard !",1
It 's just a little too self-satisfied .,1
"-LRB- Wendigo is -RRB- why we go to the cinema : to be fed through the eye , the heart , the mind .",1
`` The Quiet American '' begins in Saigon in 1952 .,1
"A nearly 21\/2 hours , the film is way too indulgent .",1
"An ungainly , comedy-deficient , B-movie rush job ...",1
The movie is without intent .,1
He has not learnt that storytelling is what the movies are about .,1
This often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,1
"With its dogged Hollywood naturalism and the inexorable passage of its characters toward sainthood , Windtalkers is nothing but a sticky-sweet soap .",1
Borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .,1
"A must for fans of British cinema , if only because so many titans of the industry are along for the ride .",1
Just watch Bettany strut his stuff .,1
It just does n't have much else ... especially in a moral sense .,1
In an ART FILM !,1
An overly melodramatic but somewhat insightful French coming-of-age film ...,1
"Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .",1
"And just when you think it ca n't get any more gay , in pops Nathan Lane .",1
I will be .,1
And that should tell you everything you need to know about All the Queen 's Men .,1
"The screenplay does too much meandering , Norton has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced , Hopkins looks like a drag queen .",1
"Merely as a technical , logistical feat , Russian Ark marks a cinematic milestone .",1
One of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .,1
"But the performances of Pacino , Williams , and Swank keep the viewer wide-awake all the way through .",1
"Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .",1
Secretary is not a movie about fetishism .,1
Some studio pizazz might have helped .,1
Control-Alt-Delete Simone as quickly as possible,1
Not so much a movie as a picture book for the big screen .,1
"... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .",1
"A subtle , poignant picture of goodness that is flawed , compromised and sad .",1
"I 've always dreamed of attending Cannes , but after seeing this film , it 's not that big a deal .",1
Director David Fincher and writer David Koepp ca n't sustain it .,1
It conveys a simple message in a visual style that is willfully overwrought .,1
A puzzling experience .,1
Has all the depth of a wading pool .,1
John McTiernan 's botched remake may be subtler than Norman Jewison 's 1975 ultraviolent futuristic corporate-sports saga .,1
"It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?",1
A hidden-agenda drama that shouts classic French nuance .,1
Rock 's stand-up magic wanes .,1
Action - mechanical .,1
It 's a scathing portrayal .,1
"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",1
At once disarmingly straightforward and strikingly devious .,1
Or both .,1
This movie seems to have been written using Mad-libs .,1
The movie generates plot points with a degree of randomness usually achieved only by lottery drawing .,1
"Sometimes it feels as if it might have been made in the '70s or '80s , and starred Chevy Chase and Goldie Hawn .",1
Unwieldy contraption .,1
A gem of a movie .,1
The disarming cornball atmosphere has a way of infecting the entire crowd as the film rolls on .,1
Must-see viewing for anyone involved in the high-tech industry .,1
"Presents nothing special and , until the final act , nothing overtly disagreeable .",1
"In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '",1
Search it out .,1
"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .",1
The story and characters are nowhere near gripping enough .,1
"It 's a lovely , eerie film that casts an odd , rapt spell .",1
I saw Juwanna Mann so you do n't have to .,1
... In this incarnation its fizz is infectious .,1
Little more than a super-sized infomercial for the cable-sports channel and its Summer X Games .,1
How inept is Serving Sara ?,1
But the feelings evoked in the film are lukewarm and quick to pass .,1
Psychologically savvy .,1
Bring on the sequel .,1
They should have found Orson Welles ' great-grandson .,1
But it 's too long and too convoluted and it ends in a muddle .,1
"By its modest , straight-ahead standards , Undisputed scores a direct hit .",1
"It 's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful .",1
"What a dumb , fun , curiously adolescent movie this is .",1
Frank McKlusky C.I. is that movie !,1
"The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .",1
"Peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience .",1
"Boy oh boy , it 's a howler .",1
We have n't seen such hilarity since Say It Is n't So !,1
"Even with a green Mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , Kilmer seems to be posing , rather than acting .",1
"For the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",1
About as cutting-edge as Pet Rock : The Movie .,1
Hey Arnold !,1
A clichÃ©d and shallow cautionary tale about the hard-partying lives of gay men .,1
Ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .,1
"Nicole Kidman evolved from star to superstar some time over the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while .",1
A visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,1
"If you saw Benigni 's Pinocchio at a public park , you 'd grab your kids and run and then probably call the police .",1
The closest thing to the experience of space travel,1
Another boorish movie from the I-heard-a-joke - at-a-frat-party school of screenwriting .,1
Courtney CHASES Stuart with a CELL PHONE .,1
"Unspeakable , of course , barely begins to describe the plot and its complications .",1
Shrewd but pointless .,1
"Smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country .",1
Coughs and sputters on its own postmodern conceit .,1
"This is an extraordinary film , not least because it is Japanese and yet feels universal .",1
"Too slow , too long and too little happens .",1
As refreshing as a drink from a woodland stream .,1
Degenerates into hogwash .,1
A tone poem of transgression .,1
Draggin ' about dragons,1
"If Jews were Catholics , this would be Catechism",1
"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",1
"If ever such a dependable concept was botched in execution , this is it .",1
"Bright seems alternately amused and disgusted with this material , and he ca n't help throwing in a few of his own touches .",1
"The touch is generally light enough and the performances , for the most part , credible .",1
made Eddie Murphy a movie star and the man has n't aged a day .,1
"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : There 's very little hustling on view .",1
"A movie you observe , rather than one you enter into .",1
Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,1
Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,1
"Brainy , artistic and muted , almost to the point of suffocation .",1
... little more than a well-acted television melodrama shot for the big screen .,1
Um ... is n't that the basis for the entire plot ?,1
"All three descriptions suit Evelyn , a besotted and obvious drama that tells us nothing new .",1
The ending feels at odds with the rest of the film .,1
"The film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1
A well-acted movie that simply does n't gel .,1
"A deceivingly simple film , one that grows in power in retrospect .",1
The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,1
"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",1
Cliches are as thick as the cigarette smoke .,1
You try to guess the order in which the kids in the house will be gored .,1
"Romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1
The results are far more alienating than involving .,1
"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",1
How do you make a movie with depth about a man who lacked any ?,1
"An unremarkable , modern action\/comedy buddy movie whose only nod to nostalgia is in the title .",1
"Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",1
"Muddled , simplistic and more than a little pretentious .",1
But I was n't .,1
"The script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained .",1
"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",1
Viva le Resistance !,1
Sa da TAY !,1
"It kinda works and qualifies as cool at times , but is just too lame to work or be cool at others .",1
-LRB- A -RRB- slummer .,1
The problematic characters and overly convenient plot twists foul up Shum 's good intentions .,1
Hardly a film that comes along every day .,1
Almost gags on its own gore .,1
Refreshing .,1
It may not be `` Last Tango in Paris '' but ...,1
"In a 102-minute film , Aaliyah gets at most 20 minutes of screen time .",1
"As an actress , Madonna is one helluva singer .",1
I can analyze this movie in three words : Thumbs Friggin ' Down .,1
Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .,1
Routine and rather silly .,1
A characteristically engorged and sloppy coming-of-age movie .,1
The camera whirls !,1
Their computer-animated faces are very expressive .,1
The story and structure are well-honed .,1
"But it is set in a world that is very , very far from the one most of us inhabit .",1
"You might not want to hang out with Samantha , but you 'll probably see a bit of yourself in her unfinished story .",1
Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,1
But here 's a glimpse at his life .,1
Maybe Thomas Wolfe was right : You ca n't go home again .,1
A riveting documentary .,1
"And yet , it still works .",1
A sometimes tedious film .,1
Includes too much obvious padding .,1
"A long-winded , predictable scenario .",1
"K-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy Saving Private Ryanovich .",1
The action quickly sinks into by-the-numbers territory .,1
"In his role of observer of the scene , Lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .",1
I wonder what the reaction of Israelis will be to this supposedly evenhanded presentation .,1
"It 's still Adam Sandler , and it 's not Little Nicky .",1
"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .",1
"I 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every Wim Wenders film of the '70s .",1
Many insightful moments .,1
D.J. Qualls as Indiana Jones ?,1
Between the drama of Cube ?,1
Most of the action setups are incoherent .,1
It 's uninteresting .,1
A harrowing account of a psychological breakdown .,1
"The level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter .",1
Runs on the pure adrenalin of Pacino 's performance .,1
"Return to Never Land is much more P.C. than the original version -LRB- no more racist portraits of Indians , for instance -RRB- , but the excitement is missing .",1
It 's everything you 'd expect -- but nothing more .,1
But never mind all that ; the boobs are fantasti,1
It 's a diverting enough hour-and-a-half for the family audience .,1
"The movie tries to be ethereal , but ends up seeming goofy .",1
The Fast Runner ' transports the viewer into an unusual space,1
Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .,1
So here it is : It 's about a family of sour immortals .,1
A mesmerizing cinematic poem from the first frame to the last .,1
TV skit-com material fervently deposited on the big screen .,1
"Half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial .",1
"The characters , cast in impossibly contrived situations , are totally estranged from reality .",1
Daughter From Danang sticks with its subjects a little longer and tells a deeper story,1
"The wonder of Mostly Martha is the performance of Gedeck , who makes Martha enormously endearing .",1
The characters are more deeply thought through than in most ` right-thinking ' films .,1
Kinnear 's performance is a career-defining revelation .,1
"You really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .",1
"This is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .",1
This film puts Wang at the forefront of China 's Sixth Generation of film makers .,1
Not exactly the Bees Knees,1
Show me the mugging .,1
"Roger Michell , who did an appealing job directing Persuasion and Notting Hill in England , gets too artsy in his American debut .",1
"Devolves into the derivative , leaning on badly-rendered CGI effects .",1
"Shatner is probably the funniest person in the film , which gives you an idea just how bad it was .",1
"Suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",1
A film that takes you inside the rhythms of its subject : You experience it as you watch .,1
"Philosophically , intellectually and logistically a mess .",1
Does n't add up to much .,1
A thought-provoking picture .,1
`` The Tuxedo '' should have been the vehicle for Chan that `` The Mask '' was for Jim Carrey .,1
"You get the idea , though , that Kapur intended the film to be more than that .",1
"It 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's .",1
Do not see this film .,1
Bon appÃ©tit !,1
"The cast is phenomenal , especially the women .",1
Who knew ...,1
"The documentary does little , apart from raising the topic , to further stoke the conversation .",1
"It is a popcorn film , not a must-own , or even a must-see .",1
"The director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .",1
One big blustery movie where nothing really happens .,1
"There 's some outrageously creative action in The Transporter ... -LRB- b -RRB- ut by the time Frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .",1
I did n't think so .,1
"... a ho-hum affair , always watchable yet hardly memorable .",1
"Not only a reminder of how they used to make movies , but also how they sometimes still can be made .",1
Feels as if the inmates have actually taken over the asylum .,1
"Lillard and Cardellini earn their Scooby Snacks , but not anyone else .",1
"The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .",1
-LRB- It -RRB- has the feel of a summer popcorn movie .,1
A chiller resolutely without chills .,1
Stay away .,1
"National Lampoon 's Van Wilder may aim to be the next Animal House , but it more closely resembles this year 's version of Tomcats .",1
ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,1
So what is the point ?,1
"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",1
"The subtitled costume drama is set in a remote African empire before cell phones , guns , and the internal combustion engine , but the politics that thump through it are as timely as tomorrow .",1
"A slick , well-oiled machine , exquisitely polished and upholstered .",1
To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .,1
"It 's sort of in-between , and it works .",1
VeretÃ© has a whip-smart sense of narrative bluffs .,1
The story itself is actually quite vapid .,1
10 minutes into the film you 'll be white-knuckled and unable to look away .,1
` Hey Arnold ! ',1
Rashomon-for-dipsticks tale .,1
At the bottom rung of the series ' entries .,1
"With nary a glimmer of self-knowledge , -LRB- Crane -RRB- becomes more specimen than character -- and Auto Focus remains a chilly , clinical lab report .",1
K 19 stays afloat as decent drama\/action flick,1
"A so-so , made-for-TV something posing as a real movie .",1
"No better or worse than ` Truth or Consequences , N.M. ' or any other interchangeable actioner with imbecilic Mafia toolbags botching a routine assignment in a Western backwater .",1
"The noble tradition of men in drag hits an all-time low in Sorority Boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction .",1
What `` Empire '' lacks in depth it makes up for with its heart .,1
"Roman Coppola may never become the filmmaker his Dad was , but heck -- few filmmakers will .",1
The most repugnant adaptation of a classic text since Roland JoffÃ© and Demi Moore 's The Scarlet Letter .,1
"With Rare Birds , as with The Shipping News before it , an attempt is made to transplant a Hollywood star into Newfoundland 's wild soil -- and The Rock once again resists the intrusion .",1
"Hill looks to be going through the motions , beginning with the pale script .",1
"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .",1
"but rather , ` How can you charge money for this ? '",1
"Renner 's performance as Dahmer is unforgettable , deeply absorbing .",1
"Forgettable , if good-hearted , movie .",1
"For all the time we spend with these people , we never really get inside of them .",1
Renner ?,1
Why ?,1
Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,1
"As are its star , its attitude and its obliviousness .",1
You 'd think by now America would have had enough of plucky British eccentrics with hearts of gold .,1
Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences .,1
I 'm guessing the director is a magician .,1
"When the painted backdrops in a movie are more alive than its characters , you know you 're in trouble .",1
Poetry in motion captured on film .,1
"An inconsequential , barely there bit of piffle .",1
To portray modern women the way director Davis has done is just unthinkable .,1
"A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",1
"It stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .",1
"Unlike his directorial efforts , La Femme Nikita and The Professional , The Transporter lacks Besson 's perspective as a storyteller .",1
"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .",1
Little more than a well-mounted history lesson .,1
Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .,1
"A sly female empowerment movie , although not in a way anyone would expect .",1
"A formula family tearjerker told with a heavy Irish brogue ... accentuating , rather than muting , the plot 's saccharine thrust .",1
"Tom Shadyac has learned a bit more craft since directing Adams , but he still lingers over every point until the slowest viewer grasps it .",1
"If the material is slight and admittedly manipulative , Jacquot preserves Tosca 's intoxicating ardor through his use of the camera .",1
... is an arthritic attempt at directing by Callie Khouri .,1
It 's hard to imagine acting that could be any flatter .,1
Teens only .,1
The movie is a lumbering load of hokum but ... it 's at least watchable .,1
"Haneke 's script -LRB- from Elfriede Jelinek 's novel -RRB- is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending .",1
"Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .",1
"The question hanging over The Time Machine is not , as the main character suggests , ` what if ? '",1
It 's bedeviled by labored writing and slack direction .,1
Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a \*\* holes .,1
"What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice .",1
"An unflinching , complex portrait of a modern Israel that is rarely seen on-screen .",1
Noyce has worked wonders with the material .,1
Caviezel embodies the transformation of his character completely .,1
"Given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",1
"The Pinochet Case is a searing album of remembrance from those who , having survived , suffered most .",1
"Cassavetes thinks he 's making Dog Day Afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .",1
"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",1
An intoxicating experience .,1
"As an actor , The Rock is aptly named .",1
"It 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .",1
"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",1
"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",1
Bears about as much resemblance to the experiences of most battered women as Spider-Man does to the experiences of most teenagers .,1
"If you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .",1
The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .,1
Anthony Hopkins ?,1
"Otherwise , this could be a passable date film .",1
Burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .,1
It 's astonishing .,1
"Once the downward spiral comes to pass , Auto Focus bears out as your typical junkie opera ...",1
Snipes is both a snore and utter tripe .,1
Spy-vs .,1
Mediocre fable from Burkina Faso .,1
"The underworld urban angst is derivative of Martin Scorsese 's Taxi Driver and Goodfellas , but this film speaks for itself .",1
"Serviceable at best , slightly less than serviceable at worst .",1
Bearable .,1
It has the requisite faux-urban vibe and hotter-two-years-ago rap and R&B names and references .,1
With exquisite craftsmanship ... Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .,1
Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .,1
Originality is sorely lacking .,1
And it is .,1
"Possession is Elizabeth Barrett Browning meets Nancy Drew , and it 's directed by ... Neil LaBute .",1
A minor-league soccer remake of The Longest Yard .,1
