sentence,priority
I do n't think so .,1
"Too predictably , in fact .",1
Warmed-over Tarantino by way of wannabe Elmore Leonard .,1
I believe the message is in the messenger : The agent is a woman .,1
"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .",1
Cho 's timing is priceless .,1
It 's as raw and action-packed an experience as a ringside seat at a tough-man contest .,1
This is more a case of ` Sacre bleu ! ',1
The name says it all .,1
"If you can keep your eyes open amid all the blood and gore , you 'll see Del Toro has brought unexpected gravity to Blade II .",1
The film is strictly routine .,1
"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",1
"A 93-minute condensation of a 26-episode TV series , with all of the pitfalls of such you 'd expect .",1
"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",1
A wild ride of a movie that keeps throwing fastballs .,1
It 's pretentious in a way that verges on the amateurish .,1
"Patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .",1
Gollum 's ` performance ' is incredible !,1
"This is a third-person story now , told by Hollywood , and much more ordinary for it .",1
"Lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",1
"Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .",1
"A vivid , sometimes surreal , glimpse into the mysteries of human behavior .",1
Punitively affirmational parable .,1
Coughs and sputters on its own postmodern conceit .,1
The film 's most improbable feat ?,1
This is an hour and a half of daydreaming .,1
"But the cinematography is cloudy , the picture making becalmed .",1
"Its plot and animation offer daytime TV serviceability , but little more .",1
What 's next : `` My Mother the Car ? '',1
... overly melodramatic ...,1
The only type of lives this glossy comedy-drama resembles are ones in formulaic mainstream movies .,1
"It 's a cookie-cutter movie , a cut-and-paste job .",1
To portray modern women the way director Davis has done is just unthinkable .,1
Detox is ultimately a pointless endeavor .,1
This is not a Jackie Chan movie .,1
Witless but watchable .,1
... The movie feels stitched together from stock situations and characters from other movies .,1
It will break your heart many times over .,1
"Not everything in the film works , including its somewhat convenient ending .",1
-LRB- The Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable . ',1
More of a career curio than a major work .,1
Search it out .,1
"A shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and Rocawear clothing .",1
"For all its brilliant touches , Dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .",1
the phone rings and a voice tells you you 've got seven days left to live .,1
Soderbergh skims the fat from the 1972 film .,1
"It 's predictable , but it jumps through the expected hoops with style and even some depth .",1
Illuminating if overly talky documentary .,1
"If you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",1
Automatically pegs itself for the straight-to-video sci-fi rental shelf .,1
Barely gets off the ground .,1
"Others may find it migraine-inducing , despite Moore 's attempts at whimsy and spoon feeding .",1
Damon brings the proper conviction to his role as -LRB- Jason Bourne -RRB- .,1
"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .",1
The screenplay flounders under the weight of too many story lines .,1
"The film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1
A tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,1
Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,1
Over and over again .,1
"Combining quick-cut editing and a blaring heavy metal much of the time , Beck seems to be under the illusion that he 's shooting the latest System of a Down video .",1
"Minority Report is exactly what the title indicates , a report .",1
"The movie has a soft , percolating magic , a deadpan suspense .",1
The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,1
The Movie will reach far beyond its core demographic .,1
There is so much plodding sensitivity .,1
It 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,1
Gives everyone something to shout about .,1
Technically and artistically inept .,1
This one does .,1
"It 's got its heart in the right place , but it also wilts after awhile .",1
This ill-fitting Tuxedo is strictly off-the-rack .,1
The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,1
"Nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clich̩s and telegraphed episodes smell of old soap opera .",1
"I found it slow , drab , and bordering on melodramatic .",1
"While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .",1
"Boasting some of the most poorly staged and lit action in memory , Impostor is as close as you can get to an imitation movie .",1
"This tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , Nicholas Meyer 's Star Trek VI : The Undiscovered Country .",1
The first five minutes will have you talking 'til the end of the year !,1
It deserves to be seen everywhere .,1
The cast is spot on and the mood is laid back .,1
Stiff and schmaltzy and clumsily directed .,1
"There 's something deeply creepy about Never Again , a new arrow in Schaeffer 's quiver of ineptitudes .",1
The camera whirls !,1
"What redeems the film is the cast , particularly the Ya-Yas themselves .",1
I ca n't .,1
Bring on the sequel .,1
Empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,1
Does n't add up to much .,1
"It has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .",1
Should have been someone else -,1
A minor-league soccer remake of The Longest Yard .,1
Despite some gulps the film is a fuzzy huggy .,1
Could this be the first major studio production shot on video tape instead of film ?,1
An extraordinary dramatic experience .,1
"While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .",1
"I 've never bought from telemarketers , but I bought this movie .",1
Oozes condescension from every pore .,1
"Still , this thing feels flimsy and ephemeral .",1
journalism of the 1960s .,1
If you can get past the fantastical aspects and harsh realities of `` The Isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,1
The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,1
Nothing more than a mediocre trifle .,1
Incoherence reigns .,1
`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,1
"Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen .",1
"Simplistic , silly and tedious .",1
"Barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",1
"Somewhat blurred , but Kinnear 's performance is razor sharp .",1
"Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .",1
The most repugnant adaptation of a classic text since Roland Joff̩ and Demi Moore 's The Scarlet Letter .,1
"Please , someone , stop Eric Schaeffer before he makes another film .",1
"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .",1
Borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .,1
There 's already been too many of these films ...,1
"eventually arrives at its heart , as simple self-reflection meditation .",1
One of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .,1
Has all the scenic appeal of a cesspool .,1
"A film really has to be exceptional to justify a three hour running time , and this is n't .",1
"There is a fabric of complex ideas here , and feelings that profoundly deepen them .",1
There are moments of hilarity to be had .,1
Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .,1
It 's a mystery how the movie could be released in this condition .,1
First-time director Jọo Pedro Rodrigues ' unwillingness to define his hero 's background or motivations becomes more and more frustrating as the film goes on .,1
"Cassavetes thinks he 's making Dog Day Afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .",1
"Sam Jones became a very lucky filmmaker the day Wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",1
Well-made but mush-hearted .,1
Coppola has made a film of intoxicating atmosphere and little else .,1
"If Jews were Catholics , this would be Catechism",1
One from the heart .,1
"In the second half of the film , Frei 's control loosens in direct proportion to the amount of screen time he gives Nachtwey for self-analysis .",1
The central story lacks punch .,1
But I do .,1
Alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise .,1
"A meditation on faith and madness , Frailty is blood-curdling stuff .",1
Hands down the year 's most thought-provoking film .,1
Manages to show life in all of its banality when the intention is quite the opposite .,1
"The film is explosive , but a few of those sticks are wet .",1
The Gantzes ' interviews tend to let the guys off the hook .,1
"Return to Never Land is much more P.C. than the original version -LRB- no more racist portraits of Indians , for instance -RRB- , but the excitement is missing .",1
An overstuffed compendium of teen-Catholic-movie dogma .,1
Must-see viewing for anyone involved in the high-tech industry .,1
The movie is as padded as Allen 's jelly belly .,1
The kind of trifle that date nights were invented for . .,1
Does n't deserve a passing grade -LRB- even on a curve -RRB- .,1
Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .,1
What a vast enterprise has been marshaled in the service of such a minute idea .,1
Although commentary on Nachtwey is provided ... it 's the image that really tells the tale .,1
The movie is without intent .,1
Get out your pooper-scoopers .,1
A creaky staircase gothic .,1
Escapism in its purest form .,1
"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",1
It just does n't have much else ... especially in a moral sense .,1
Simply a re-hash of the other seven films .,1
"This is mostly well-constructed fluff , which is all it seems intended to be .",1
How this one escaped the Lifetime network I 'll never know .,1
The film desperately sinks further and further into comedy futility .,1
You might not buy the ideas .,1
It may not be `` Last Tango in Paris '' but ...,1
"Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",1
... a rather bland affair .,1
It 's just a little too self-satisfied .,1
McKay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,1
"Theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ?",1
A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,1
Yet this one makes up for in heart what it lacks in outright newness .,1
"He just wants them to be part of the action , the wallpaper of his chosen reality .",1
This thing is virtually unwatchable .,1
This film is too busy hitting all of its assigned marks to take on any life of its own .,1
You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,1
`` -LRB- Hopkins -RRB- does n't so much phone in his performance as fax it .,1
It 's a scathing portrayal .,1
Run for your lives !,1
A family-friendly fantasy that ends up doing very little with its imaginative premise .,1
An intriguing near-miss .,1
... salaciously simplistic .,1
A sensitive and astute first feature by Anne-Sophie Birot .,1
"... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .",1
"Between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .",1
"Delivers the same old same old , tarted up with Latin flava and turned out by Hollywood playas .",1
"Even a hardened voyeur would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture .",1
"A study in shades of gray , offering itself up in subtle plot maneuvers ...",1
Two-bit potboiler .,1
Touch̩ !,1
"Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic postcard that 's superficial and unrealized .",1
"The movie straddles the fence between escapism and social commentary , and on both sides it falls short .",1
It 's another retelling of Alexandre Dumas ' classic .,1
This one is strictly a lightweight escapist film .,1
Absolutely not .,1
"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b.s. one another and put on a show in drag .",1
We have n't seen such hilarity since Say It Is n't So !,1
"The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .",1
"When not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since Macy Gray 's game of Chinese whispers with Mr Bean .",1
"Muddled , simplistic and more than a little pretentious .",1
"Try as you might to resist , if you 've got a place in your heart for Smokey Robinson , this movie will worm its way there .",1
Steven Soderbergh does n't remake Andrei Tarkovsky 's Solaris so much as distill it .,1
A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .,1
"In his U.S. debut , Mr. Schnitzler proves himself a deft pace master and stylist .",1
"It 's sort of in-between , and it works .",1
It goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .,1
Wait to see it then .,1
What happened with Pluto Nash ?,1
"Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt",1
Topkapi this is not .,1
"The Pinochet Case is a searing album of remembrance from those who , having survived , suffered most .",1
"If you can stomach the rough content , it 's worth checking out for the performances alone .",1
Predictably soulless techno-tripe .,1
"`` Men in Black II , '' has all the earmarks of a sequel .",1
This u-boat does n't have a captain .,1
"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",1
"In its ragged , cheap and unassuming way , the movie works .",1
Its inescapable absurdities are tantamount to insulting the intelligence of anyone who has n't been living under a rock -LRB- since Sept. 11 -RRB- .,1
A small movie with a big heart .,1
"... a light , yet engrossing piece .",1
This follow-up seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .,1
"A big-budget\/all-star movie as unblinkingly pure as The Hours is a distinct rarity , and an event .",1
Big time .,1
Absorbing character study by Andr̩ Turpin .,1
A characteristically engorged and sloppy coming-of-age movie .,1
`` Extreme Ops '' exceeds expectations .,1
` Rare Birds ' tries to force its quirkiness upon the audience .,1
Tiresomely derivative and hammily acted .,1
The piquant story needs more dramatic meat on its bones .,1
About as original as a gangster sweating bullets while worrying about a contract on his life .,1
We learn a lot about dying coral and see a lot of life on the reef .,1
A rote exercise in both animation and storytelling .,1
But this is not a movie about an inhuman monster ; it 's about a very human one .,1
Caviezel embodies the transformation of his character completely .,1
"A wild , endearing , masterful documentary .",1
"With this new Rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",1
-LRB- Majidi -RRB- makes us think twice about immigrants we see around us every day .,1
"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",1
Hmmm ... might I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?,1
An unwise amalgam of Broadcast News and Vibes .,1
Or else a doggie winks .,1
`` The turntable is now outselling the electric guitar ... '',1
Ends up offering nothing more than the latest Schwarzenegger or Stallone flick would .,1
It does give you a peek .,1
But the movie that does n't really deliver for country music fans or for family audiences,1
"It 's got the brawn , but not the brains .",1
It 's as if De Palma spent an hour setting a fancy table and then served up Kraft Macaroni and Cheese .,1
"A real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .",1
Cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,1
Does n't amount to much of anything .,1
"Performances are potent , and the women 's stories are ably intercut and involving .",1
` Would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ? ',1
A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .,1
"A canny , derivative , wildly gruesome portrait of a London sociopath who 's the scariest of sadists .",1
Maryam is more timely now than ever .,1
"There are plenty of scenes in Frida that do work , but rarely do they involve the title character herself .",1
"Largely , this is a movie that also does it by the numbers .",1
"All movie long , City by the Sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast .",1
A dopey movie clothed in excess layers of hipness .,1
"A road trip that will get you thinking , ` Are we there yet ? '",1
Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .,1
There 's a reason the studio did n't offer an advance screening .,1
"Not only unfunny , but downright repellent .",1
An artsploitation movie with too much exploitation and too little art .,1
"But even while his characters are acting horribly , he is always sympathetic .",1
A woman 's pic directed with resonance by Ilya Chaiken .,1
And that 's a big part of why we go to the movies .,1
The film 's implicit premise is that the faith of the Tonga people is in every way inferior to that of John .,1
Sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation .,1
"Flashy , pretentious and as impenetrable as Morvern 's thick , working-class Scottish accent .",1
They takes a long time to get to its gasp-inducing ending .,1
Impostor is a step down for director Gary Fleder .,1
A thought-provoking picture .,1
Chao was Chen Kaige 's assistant for years in China .,1
`` An entire film about researchers quietly reading dusty old letters . '',1
Boisterous and daft documentary .,1
"Unlike his directorial efforts , La Femme Nikita and The Professional , The Transporter lacks Besson 's perspective as a storyteller .",1
"an `` O Bruin , Where Art Thou ? ''",1
"As an actor , The Rock is aptly named .",1
Hopkins .,1
Glazed with a tawdry B-movie scum .,1
The story itself is actually quite vapid .,1
Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,1
"This is the kind of movie that used to be right at home at the Saturday matinee , and it still is .",1
The movie slides downhill as soon as macho action conventions assert themselves .,1
And how .,1
The rest of the film ... is dudsville .,1
"This is what IMAX was made for : Strap on a pair of 3-D goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1
"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",1
The movie 's blatant derivativeness is one reason it 's so lackluster .,1
"Just one more collection of penis , breast and flatulence gags in search of a story .",1
And it is .,1
Samuel Beckett applied to the Iranian voting process .,1
"The characters , cast in impossibly contrived situations , are totally estranged from reality .",1
"A direct-to-void release , heading nowhere .",1
A modestly made but profoundly moving documentary .,1
"Exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran Bouquet and the chilling but quite human Berling .",1
"Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",1
A visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,1
It labours as storytelling .,1
"A depraved , incoherent , instantly disposable piece of hackery .",1
"The gags , and the script , are a mixed bag .",1
It says a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense .,1
than ` Magnifique ' .,1
"The impulses that produced this project ... are commendable , but the results are uneven .",1
It 's about time .,1
There is greatness here .,1
Two hours of junk .,1
"National Lampoon 's Van Wilder may aim to be the next Animal House , but it more closely resembles this year 's version of Tomcats .",1
"Each scene drags , underscoring the obvious , and sentiment is slathered on top .",1
A high-minded snoozer .,1
You can practically hear George Orwell turning over .,1
... Pray does n't have a passion for the material .,1
Goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,1
"Liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , Goodfellas image .",1
The New Guy is one of them .,1
... quite endearing .,1
The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,1
A small gem from Belgium .,1
It recycles every clich̩ about gays in what is essentially an extended soap opera .,1
it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so,1
"Lohman adapts to the changes required of her , but the actress and director Peter Kosminsky never get the audience to break through the wall her character erects",1
"Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable .",1
"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .",1
Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...,1
The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .,1
Any rock pile will do for a set .,1
"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .",1
"Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .",1
"May not be a breakthrough in filmmaking , but it is unwavering and arresting .",1
Never once predictable .,1
"If you go , pack your knitting needles .",1
"In the end , there is n't much to it .",1
"Too slow for a younger crowd , too shallow for an older one .",1
"A well-done film of a self-reflexive , philosophical nature .",1
People cinema at its finest .,1
Peter Jackson has done the nearly impossible .,1
The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .,1
"All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",1
This is a movie where the most notable observation is how long you 've been sitting still .,1
At all .,1
The Chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .,1
Most of the characters come off as pantomimesque sterotypes .,1
The story ... is moldy and obvious .,1
One of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears .,1
I tried to read the time on my watch .,1
This is a film tailor-made for those who when they were in high school would choose the Cliff-Notes over reading a full-length classic .,1
Maelstrom is a deliberately unsteady mixture of stylistic elements .,1
"How on earth , or anywhere else , did director Ron Underwood manage to blow $ 100 million on this ?",1
All prints of this film should be sent to and buried on Pluto .,1
"Instead of simply handling conventional material in a conventional way , Secretary takes the most unexpected material and handles it in the most unexpected way .",1
"This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .",1
Kept aloft largely by a comically adept ensemble .,1
"I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .",1
"She 's not yet an actress , not quite a singer ...",1
Feels as if the inmates have actually taken over the asylum .,1
Teen movies have really hit the skids .,1
"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",1
"And yet , it still works .",1
"Still , it gets the job done -- a sleepy afternoon rental .",1
Ca n't seem to get anywhere near the story 's center .,1
"Bursting through the constraints of its source , this is one adapted - from-television movie that actually looks as if it belongs on the big screen .",1
"A fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .",1
"`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .",1
"By applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .",1
A thinly veiled look at different aspects of Chinese life clashing with each other .,1
"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",1
Frailty is n't as gory or explicit .,1
"The writers , director Wally Wolodarsky , and all the actors should start their own coeducational fraternity : Kappa Rho Alpha Phi .",1
"If Damon and Affleck attempt another Project Greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .",1
... a roller-coaster ride of a movie,1
"Peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience .",1
The result is an ` action film ' mired in stasis .,1
"Even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon .",1
Insomnia is involving .,1
The movie 's downfall is to substitute plot for personality .,1
Just watch Bettany strut his stuff .,1
"This is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative .",1
"A long-winded , predictable scenario .",1
"Moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .",1
Very psychoanalytical -- provocatively so -- and also refreshingly literary .,1
A well-acted movie that simply does n't gel .,1
"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",1
Troll the cult section of your local video store for the real deal .,1
"In exactly 89 minutes , most of which passed as slowly as if I 'd been sitting naked on an igloo , Formula 51 sank from quirky to jerky to utter turkey .",1
"Woody , what happened ?",1
The minor figures surrounding -LRB- Bobby -RRB- ... form a gritty urban mosaic .,1
The reason to see `` Sade '' lay with the chemistry and complex relationship between the marquis -LRB- Auteil -RRB- and Emilie -LRB- Le Besco -RRB- .,1
There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,1
"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",1
A porn film without the sex scenes .,1
"As adapted by Kevin Molony from Simon Leys ' novel `` The Death of Napoleon '' and directed by Alan Taylor , Napoleon 's journey is interesting but his Parisian rebirth is stillborn",1
This is the kind of movie that gets a quick release before real contenders arrive in September .,1
This New Zealand coming-of-age movie is n't really about anything .,1
"Will probably stay in the shadow of its two older , more accessible Qatsi siblings .",1
But how it washed out despite all of that is the project 's prime mystery .,1
Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .,1
Whether Quitting will prove absorbing to American audiences is debatable .,1
In an ART FILM !,1
What is the filmmakers ' point ?,1
How do you spell clich̩ ?,1
Rarely has a film 's title served such dire warning .,2
"It takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding .",2
"As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them .",2
The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people .,2
Noyce films it more as a shocking history lesson than as drama .,2
It 's so badly made on every level that I 'm actually having a hard time believing people were paid to make it .,2
"If I had been thinking about the visual medium , they would have been doing something wrong .",2
A tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,2
"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",2
"Most haunting about `` Fence '' is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen .",2
Clever but not especially compelling .,2
There 's something not entirely convincing about The Quiet American .,2
Disturbing .,2
"The main characters are simply named The Husband , The Wife and The Kidnapper , emphasizing the disappointingly generic nature of the entire effort .",2
Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .,2
... would be a total loss if not for two supporting performances taking place at the movie 's edges .,2
"Schmaltzy and unfunny , Adam Sandler 's cartoon about Hanukkah is numbingly bad , Little Nicky bad , 10 Worst List bad .",2
"Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .",2
A sentimental mess that never rings true .,2
"While there 's likely very little crossover appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics -RRB- , Much Ado About Something is an amicable endeavor .",2
"Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",2
The Sweetest Thing leaves an awful sour taste .,2
Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997 .,2
"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2
Sade achieves the near-impossible : It turns the Marquis de Sade into a dullard .,2
"The film has a kind of hard , cold effect .",2
Audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,2
"With not a lot of help from the screenplay -LRB- proficient , but singularly cursory -RRB- , -LRB- Testud -RRB- acts with the feral intensity of the young Bette Davis .",2
An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,2
The movie is a desperate miscalculation .,2
"As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .",2
"What 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",2
-LRB- T -RRB- oo many of these gross out scenes ...,2
"The star who helped give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum of All Fears . ''",2
"A relentless , bombastic and ultimately empty World War II action flick .",2
Another in-your-face wallow in the lower depths made by people who have never sung those blues .,2
"We hate -LRB- Madonna -RRB- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .",2
"Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",2
"A conventional , but well-crafted film about a historic legal battle in Ireland over a man 's right to raise his own children .",2
"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",2
Low rent from frame one .,2
"A first-class road movie that proves you can run away from home , but your ego and all your problems go with you .",2
"One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .",2
Starts out ballsy and stylish but fails to keep it up and settles into clich̩s .,2
"There are weird resonances between actor and role here , and they 're not exactly flattering .",2
It 's difficult to say whether The Tuxedo is more boring or embarrassing -- I 'm prepared to call it a draw .,2
Director Uwe Boll and the actors provide scant reason to care in this crude '70s throwback .,2
Alternates between deadpan comedy and heartbreaking loneliness and is n't afraid to provoke introspection in both its characters and its audience .,2
`` One look at a girl in tight pants and big tits and you turn stupid ? '',2
"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",2
"Moretti plays Giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy .",2
"Unfortunately , we 'd prefer a simple misfire .",2
... its stupidities wind up sticking in one 's mind a lot more than the cool bits .,2
"It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling .",2
I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,2
All the small moments and flashbacks do n't add up to much more than trite observations on the human condition .,2
"Purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .",2
Dismally dull sci-fi comedy .,2
"Be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .",2
"-LRB- Screenwriter -RRB- Pimental took the Farrelly Brothers comedy and feminized it , but it is a rather poor imitation .",2
